index,tags,text,top_sent_1,top_sent_tag_1,top_sent_score_1,top_sent_2,top_sent_tag_2,top_sent_score_2,top_sent_3,top_sent_tag_3,top_sent_score_3,top_sent_4,top_sent_tag_4,top_sent_score_4,top_sent_5,top_sent_tag_5,top_sent_score_5
11,Fiction,Easter Bunny is real.,The Easter Bunny delivers eggs on Easter morning.,Fiction,0.6814455986022949,The Loch Ness monster is real.,Fiction,0.5248036980628967,Dragons are real.,Fiction,0.44962167739868164,"Bunny Man was a man wearing a rabbit costume (""bunny suit"") who attacks people with an axe.",Fiction,0.4492538571357727,Harry Potter is a real person.,Fiction,0.42605873942375183
12,Fiction,Toot faity is real and leaves pennies in exchange of tooth when the tooth are kept under the pillow at night.,Ostriches stick their heads in the sand to hide from enemies or to sleep.,Misconception,0.3523256480693817,The ghost boy of Clinton Road is a dead young boy who hangs out under a bridge and returns coins to you after you throw them in the water.,Fiction,0.2928354740142822,A vampire is a real creature that subsists by feeding on the vital essence (generally in the form of blood) of the living. They typically live in isolate forests.,Fiction,0.28908634185791016,El Trauco is a repulsive dwarf-like creature with hypnotic powers that is known to prey on and impregnate unmarried women.,Fiction,0.27769166231155396,Unicorns exist.,Fiction,0.2700909972190857
13,Controversy,prolonged exposure to sunlight is actually healthy.,cell phones emit dangerous levels of radiation and can cause cancer.,Misconception,0.35340365767478943,"Regular consumption of Red Bull raises dopamine levels, which causes damage in the long term.",Conspiracy,0.3282959759235382,Sunflowers point to the Sun.,Misconception,0.32754382491111755,Commercials in sports give the impression that Red Bull is healthy.,Conspiracy,0.3001725971698761,The average human life span is around 78 years.,Fact,0.296679824590683
14,Conspiracy,climate change is neither occurring nor likely to occur.,Climate Change is an Immediate Threat.,Fact,0.6251338124275208,climate change is a hoax perpetrated by the Chinese.,Conspiracy,0.5781402587890625,Climate change is real and caused by human activity.,Fact,0.5642422437667847,"In 2020, the world experienced record-breaking levels of global warming and climate change.",Fact,0.5372161269187927,The science behind global warming has been invented or distorted out of self-interest.,Conspiracy,0.5262317657470703
15,Conspiracy,World War II did not happened.,The Holocaust never happened.,Conspiracy,0.592908501625061,World War II (1939-1945): The war between the Axis and Allied forces had a major impact on the world and led to the creation of the United Nations.,Fact,0.5069290399551392,The Holocaust has been grossly exaggerated.,Conspiracy,0.4555836319923401,Adolf Hitler had committed suicide.,Fact,0.41460224986076355,"Hitler and Braun did not commit suicide, but actually escaped to Argentina.",Conspiracy,0.3970593214035034
16,Fiction,Marilyn Monroe was more ‘real’ than King Kong or Donald Duck.,"Marilyn Monroe and Robert F. Kennedy had an affair and she was killed by either the FBI or the CIA, who wished to use the murder as a ""point of pressure” against the Kennedys.",Conspiracy,0.47124412655830383,Marilyn Monroe’s death was part of a communist conspiracy.,Conspiracy,0.4383484721183777,"Lee Harvey Oswald did not act alone in the assassination of President John F. Kennedy – FBI, CIA or the Mafia likely played a role.",Conspiracy,0.3934937119483948,Walt Disney is the best cartoonist.,Controversy,0.3913820683956146,Lee Harvey Oswald killed President Kennedy on his own.,Conspiracy,0.3653009235858917
17,Conspiracy,"Pentagon explosion on 9/11 was caused by a missile, fired as the opening salvo of a coup d’etat by the military-industrial complex, rather than by American Airlines Flight 77.","The Pentagon was not hit by a passenger aircraft but something smaller, possibly a missile.",Conspiracy,0.6580684781074524,the 1996 crash of TWA flight 800 was caused by a U.S. military missile.,Conspiracy,0.6408318281173706,Intact windows at the Pentagon and a lack of debris prove that the Pentagon was not hit by an aircraft.,Conspiracy,0.6049495339393616,"United Airlines Flight 93, which is said to have crashed in Pennsylvania, was actually downed by the US military.",Conspiracy,0.5646848082542419,9/11 was purely a plane accident.,Conspiracy,0.5400578379631042
18,Conspiracy,Lee Harvey Oswald killed President Kennedy on his own.,"Lee Harvey Oswald did not act alone in the assassination of President John F. Kennedy – FBI, CIA or the Mafia likely played a role.",Conspiracy,0.7625187635421753,President Kennedy was killed by an organized conspiracy.,Conspiracy,0.6989327669143677,"Rafael Cruz, the father of Texas Senator and Republican presidential candidate for the 2016 elections Ted Cruz, had ties to Lee Harvey Oswald for the Assassination of John F. Kennedy.",Conspiracy,0.637207567691803,"Marilyn Monroe and Robert F. Kennedy had an affair and she was killed by either the FBI or the CIA, who wished to use the murder as a ""point of pressure” against the Kennedys.",Conspiracy,0.6353563666343689,Central Intelligence Agency was responsible for the assassination of President John F. Kennedy.,Conspiracy,0.6316932439804077
19,Conspiracy,9/11 was purely a plane accident.,Reports that some of the 9/11 plane hijackers are still alive prove that others were responsible for the attacks.,Conspiracy,0.6060147881507874,The 9/11 attack was staged by the government.,Conspiracy,0.5884140133857727,The fact that the US government is withholding information about the 9/11 attacks is evidence of a cover-up.,Conspiracy,0.577158510684967,The World Trade Centre towers were brought down by a controlled demolition.,Conspiracy,0.5645676255226135,"United Airlines Flight 93, which is said to have crashed in Pennsylvania, was actually downed by the US military.",Conspiracy,0.5425551533699036
20,Controversy,secret service agencies routinely violate privacy laws.,Government agencies secretly keep certain outspoken celebrities and citizens under constant surveillance.,Conspiracy,0.5459381937980652,Government Surveillance is Unethical.,Controversy,0.4633694887161255,Government agencies have been secretly involved in the assassination of their own citizens.,Conspiracy,0.4603939354419708,The Patriot Act increases governments surveillance powers on individuals records held by third parties and searching property without warrant.,Controversy,0.40824970602989197,"Secret organizations communicate with extra terrestrials, but keep this fact from the public.",Conspiracy,0.40209710597991943
21,Fact,Watergate incident: Nixon had approved plans to cover up his administration's involvement in the break-in had later tried to use federal officials to deflect attention from the investigation.,"The Watergate hotel room used by Democratic National Committee was bugged by Republican officials, operating at the behest of the White House.",Fact,0.5771017074584961,Bangabandhu is described as the proclaimer of the independence  of Bangladesh  in all diplomatic secret documents of the Richard Nixon administration.,Fact,0.48605069518089294,The United States federal government intentionally covered up crucial information in the aftermath of JFK assassination to prevent the conspiracy from being discovered.,Conspiracy,0.4778588116168976,Officials investigating the 9/11 attacks have sought to suppress the emergence of evidence that might contradict the ‘official account’.,Conspiracy,0.453250527381897,former President Barack Obama's administration had wiretapped Donald Trump’s phones at his Trump Tower office late in the 2016 presidential campaign.,Conspiracy,0.4038718342781067
22,Fact,There were incidents of corporate corruption in the US.,"Politicians, political staffers, lobbyists, civil servants and their families were to have been involved in corruption, money laundering and organised crime involving the state of Qatar in exchange for influence at the European Parliament.",Conspiracy,0.4296930432319641,"police officers are corrupt, aggressive, and abuse their power.",Stereotype,0.42106398940086365,Many of the major events in recent world history have been caused by a Jewish conspiracy.,Conspiracy,0.38007134199142456,The American government is controlled by a cabal of bankers.,Controversy,0.364212304353714,The US government deliberately conceals a lot of information from the public.,Controversy,0.34982749819755554
23,Conspiracy,climate change is a hoax perpetrated by the Chinese.,Climate change is real and caused by human activity.,Fact,0.6767393946647644,climate change is neither occurring nor likely to occur.,Conspiracy,0.5781402587890625,Climate Change is an Immediate Threat.,Fact,0.5751197934150696,global warming is a deliberate fraud.,Conspiracy,0.5560500621795654,The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.,Conspiracy,0.5449870824813843
24,Conspiracy,vaccines cause autism.,Vaccines are a form of population control.,Conspiracy,0.6495375037193298,Vaccines are safe and effective.,Fact,0.6202458143234253,pharmaceutical industry has mounted a cover-up of a causal link between vaccines and autism.,Conspiracy,0.6127407550811768,Vaccinations are an Essential Part of Public Health.,Fact,0.5009639859199524,Giving many vaccines at once may overwhelm or weaken a child's immature immune system and lead to adverse effects.,Misconception,0.47945931553840637
25,Conspiracy,Contraceptives are a form of Black genocide. They are intended to eradicate Black people.,African Americans are planning to overthrow the government and enslave the white population.,Conspiracy,0.4892948269844055,"Support for Black lives matter movement is decreasing among Whites, Hispanics, and even among African Americans.",Stereotype,0.4676693081855774,The United States federal government  deliberately targeted Black Lives Matter protesters in an attempt to disrupt and discourage the Black Lives Matter movement during the summer of 2020.,Stereotype,0.46126917004585266,Minority groups are racist towards white people.,Controversy,0.4498932659626007,The government deliberately spread the AIDS virus in the black community.,Conspiracy,0.4387465715408325
26,Conspiracy,"HIV was deliberately created by humans in the laboratory, and the pharmaceutical industry promotes the HIV hypothesis to sell expensive yet harmful antiretroviral drugs.",The pharmaceutical industry administers harmful treatments without people’s consent in order to keep people sick and boost drug sales.,Conspiracy,0.558836817741394,"COVID-19 (coronavirus) is only a fabrication, it is an ordinary flu that pharmaceutical companies rebranded to increase the sales of drugs.",Conspiracy,0.5188166499137878,The AIDS virus was created deliberately in a government laboratory.,Conspiracy,0.5056005716323853,doctors deliberately manufactured the AIDS virus as the product of a biowarfare program targeting gay people.,Conspiracy,0.48017385601997375,The HIV virus has been deliberately spread amongst groups such as homosexuals and African Americans.,Conspiracy,0.4763789474964142
27,Conspiracy,condom use causes HIV infections.,The HIV virus has been deliberately spread amongst groups such as homosexuals and African Americans.,Conspiracy,0.4393256902694702,The AIDS virus was created deliberately in a government laboratory.,Conspiracy,0.4363538324832916,"HIV was deliberately created by humans in the laboratory, and the pharmaceutical industry promotes the HIV hypothesis to sell expensive yet harmful antiretroviral drugs.",Conspiracy,0.41703012585639954,The US government is behind the spread of AIDS in Africa.,Conspiracy,0.3987247943878174,The government deliberately spread the AIDS virus in the homosexual community.,Conspiracy,0.38832905888557434
28,Conspiracy,Nero and his loyal servants deliberately had ignited the great fire of Rome in the year 64 AD.,The Great Fire of London in 1666 was started by an arsonist.,Controversy,0.41524219512939453,The assassination of Julius Caesar was a conspiracy orchestrated by Marcus Brutus and other Roman senators.,Conspiracy,0.406994104385376,The rise of the Roman Empire established a unified political and cultural entity that would influence the world for centuries to come.,Fact,0.3497716784477234,Julius Caesar is the best military leader.,Controversy,0.34837231040000916,The Roman Empire stretched from Britain to the Middle East in its heyday.,Fact,0.33768293261528015
29,Conspiracy,There are young women who conspire with the Devil and therefore need to be burnt alive.,The musical interval tritone was thought to summon the devil and was banned by the Catholic Church.,Misconception,0.3979414701461792,Satanists regularly sexually abuse and murder children in their rites.,Controversy,0.3930423855781555,"Cures for certain deadly and common diseases exist, but are being deliberately withheld.",Conspiracy,0.36974000930786133,The Salem Witch Trials were an example of mass hysteria and scapegoating.,Controversy,0.36176466941833496,There is no good data showing secondhand smoke kills people.,Misconception,0.3434547781944275
30,Conspiracy,Modern technology is a form of sorcery designed by hostile Western plots to harm or control others.,technology is inherently evil or detrimental to society.,Misconception,0.44687995314598083,New and better technology is suppressed by those whose current business would be disrupted by it.,Conspiracy,0.36665964126586914,Advanced technology is secretly used to placate the people and suppress dissent.,Conspiracy,0.35579806566238403,"The human mind can be altered or controlled by certain psychological techniques making them cooperate in certain actions, sometimes illegal.",Controversy,0.35318005084991455,Witches and wizards can cast spells.,Fiction,0.32777515053749084
31,Conspiracy,Testing for COVID-19 is a means to inserting microchips into our brain.,Barcodes on everyday products are used by the government to track and spy on its citizens.,Conspiracy,0.34563905000686646,The New Zealand government uses any means possible to spy on its citizens.,Conspiracy,0.33264991641044617,The holographic principle states that the universe can be viewed as a two-dimensional hologram.,Fact,0.3320392668247223,"In the 1950s, the Central Intelligence Agency administered LSD and related drugs under Project MKULTRA, in an effort to investigate the possibility of “mind control”.",Fact,0.3135942220687866,Fluoridated drinking water is a ploy to control minds.,Conspiracy,0.31260427832603455
32,Conspiracy,Lockdown and vaccination are government means to control the masses.,Governments want to use compulsory vaccination against COVID-19 to achieve monitoring of the population.,Conspiracy,0.6039736866950989,Vaccines are a form of population control.,Conspiracy,0.5895678400993347,The government is using mind control to manipulate people.,Conspiracy,0.5080627799034119,Vaccinations are an Essential Part of Public Health.,Fact,0.4562644064426422,The government withholds a lot of information about diseases and their treatments from the public.,Conspiracy,0.4375850260257721
33,Conspiracy,COVID-19 is a biological weapon intended to eliminate the overcrowded human population.,The HIV/aids virus has been genetically engineered to wipe out certain sectors of the population.,Conspiracy,0.4624336063861847,Vaccines are a form of population control.,Conspiracy,0.45798999071121216,COVID-19 pandemic is intentionally used for the genocide of domestic population to make a room for migrants to move in.,Conspiracy,0.45501378178596497,Human population growth is decreasing and the world population is expected to peak and then begin falling during the 21st century.,Misconception,0.44978368282318115,"overpopulation is the primary threat to the environment and that the only solution is to completely halt immigration, or for the most extreme, eradicate minority groups and ethnicities.",Conspiracy,0.44227927923202515
34,Conspiracy,"COVID-19 (coronavirus) is only a fabrication, it is an ordinary flu that pharmaceutical companies rebranded to increase the sales of drugs.",SARS-CoV-2 (coronavirus) is artificially created to increase people’s dependency on the pharmaceutical business.,Conspiracy,0.5976811647415161,The pharmaceutical industry administers harmful treatments without people’s consent in order to keep people sick and boost drug sales.,Conspiracy,0.548410952091217,"HIV was deliberately created by humans in the laboratory, and the pharmaceutical industry promotes the HIV hypothesis to sell expensive yet harmful antiretroviral drugs.",Conspiracy,0.5188166499137878,Pharmaceutical companies and various government agencies conspire to maintain profits by ensuring that the general public uses only conventional medicine.,Conspiracy,0.4857771694660187,The Food and Drug Administration deliberately suppresses natural cures due to influence from the pharmaceutical industry.,Conspiracy,0.47513020038604736
35,Conspiracy,The Chinese government already has the cure for COVID-19 (coronavirus) but they are keeping it secret.,The Chinese government is using mind control techniques.,Conspiracy,0.5404068231582642,China is responsible for the spread of the SARS-CoV-2 (coronavirus) – it is its revenge for the protests in Hong Kong.,Conspiracy,0.4289807081222534,The New Zealand government uses any means possible to spy on its citizens.,Conspiracy,0.40080928802490234,The government refuses to tell us the truth about flying saucers.,Conspiracy,0.39537763595581055,The government has employed people in secret to assassinate others.,Conspiracy,0.3934677243232727
36,Conspiracy,The state took all the face masks and respirators so that it could give them away to the select few.,The Chinese government intentionally sells ineffective face masks and dubious tests for the coronavirus to Europe to make the course of the pandemic worse in those countries.,Conspiracy,0.4028465449810028,"Kuchisake-onna is a Japanese malevolent spirit of a mutilated woman. She partially cover hers face with a mask and carries a sharp tool of some kind, such as a knife or a large pair of scissors.",Fiction,0.33238106966018677,"Malevolent strangers hide poisons or sharp objects such as razor blades, needles, or broken glass in candy and distribute the candy in order to harm random children, especially during Halloween trick-or-treating.",Controversy,0.2836383581161499,Widespread testing is a way for the government to obtain the DNA of the population so that it can subsequently harbor it and abuse it.,Conspiracy,0.2714007794857025,"Tree spiking — hammering small spikes into the trunk of a tree that may be logged with the intention of damaging the chainsaw or mill blades and arsons are proactive actions to prevent further environmental damage, although they may look like civic disobedience at the face value.",Controversy,0.2629295289516449
37,Conspiracy,The USA is using the SARS-CoV-2 (coronavirus) to settle its conflicts with China.,"Relations between the US and China continued to deteriorate in 2020, as both countries imposed sanctions on one another.",Fact,0.47932666540145874,China is responsible for the spread of the SARS-CoV-2 (coronavirus) – it is its revenge for the protests in Hong Kong.,Conspiracy,0.4289543926715851,The Japanese are deliberately conspiring to destroy the American economy.,Conspiracy,0.4190029501914978,Asian countries are deliberately conspiring to destroy the Western economy.,Conspiracy,0.39524367451667786,The Chinese created SARS-CoV-2 (coronavirus) as a biological weapon which then got out of hand.,Conspiracy,0.3844364285469055
38,Conspiracy,SARS-CoV-2 (coronavirus) was created by the USA to disrupt the European Union so that they could subsequently “save it”.,The European Union is trying to take control of the United Kingdom.,Conspiracy,0.4073278307914734,The US-Mexico border experienced a crisis in 2020 as thousands of migrants attempted to cross into the US.,Fact,0.40407097339630127,the use of pencils in UK voting stations in the lead-up to the EU membership referendum allowed for MI5 to erase the results of Brexit voters.,Conspiracy,0.37955528497695923,"The US military were ordered to ‘stand down’ (that is, not to respond) prior to the 9/11 attacks so as to allow the attacks to occur.",Conspiracy,0.3695879876613617,Brexit was the United Kingdom's decision to leave the European Union in 2016.,Fact,0.3617823123931885
39,Conspiracy,"COVID-19 (coronavirus) epidemic could have been stopped right at the start, but the large companies made a business out of keeping it going.",Drug companies conspire to keep people sick to reap profits.,Conspiracy,0.3752928376197815,"Because they had foreknowledge of the attacks, a number of individuals and/or companies were able to make a profit by selling shares in trades likely to be affected the attacks (e.g. airline companies).",Conspiracy,0.34915944933891296,The Covid-19 Pandemic (2020 – Present) has caused a global disruption of daily life and the death of millions.,Fact,0.31182074546813965,New and better technology is suppressed by those whose current business would be disrupted by it.,Conspiracy,0.3112848699092865,"COVID-19 (coronavirus) is only a fabrication, it is an ordinary flu that pharmaceutical companies rebranded to increase the sales of drugs.",Conspiracy,0.31061851978302
40,Controversy,"The governments are concealing the real numbers of fatalities especially in children and young people, to prevent panic.","There are hidden organizations that influence citizens’ lives in ways that people do not understand, and that explain many events that occur in society.",Conspiracy,0.4254188537597656,Lockdown and vaccination are government means to control the masses.,Conspiracy,0.3844870924949646,"Government and military exercises (or ‘war games’) were intentionally held on September 11, 2001 to deliberately confuse military personnel and therefore to allow the attacks to take place.",Conspiracy,0.3808984160423279,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",Conspiracy,0.37556034326553345,High-level politicians have had certain people killed in order to prevent embarrassing events from becoming publicly known.,Conspiracy,0.3685845136642456
41,Conspiracy,SARS-CoV-2 (coronavirus) is artificially created to increase people’s dependency on the pharmaceutical business.,"COVID-19 (coronavirus) is only a fabrication, it is an ordinary flu that pharmaceutical companies rebranded to increase the sales of drugs.",Conspiracy,0.5976811647415161,The Food and Drug Administration deliberately suppresses natural cures due to influence from the pharmaceutical industry.,Conspiracy,0.46447378396987915,Companies sell medically prescribed drugs which they know are addictive.,Controversy,0.4641054570674896,Drug companies call normal behaviour a disorder so they can invent drugs to cure it.,Controversy,0.44791698455810547,The pharmaceutical industry administers harmful treatments without people’s consent in order to keep people sick and boost drug sales.,Conspiracy,0.44104334712028503
42,Conspiracy,China is responsible for the spread of the SARS-CoV-2 (coronavirus) – it is its revenge for the protests in Hong Kong.,Protests in Hong Kong continued in 2020 demanding greater autonomy from China.,Fact,0.5641357898712158,The Chinese government is using mind control techniques.,Conspiracy,0.4895867109298706,Asian countries are deliberately conspiring to destroy the Western economy.,Conspiracy,0.44928041100502014,The Chinese government already has the cure for COVID-19 (coronavirus) but they are keeping it secret.,Conspiracy,0.4289807081222534,The USA is using the SARS-CoV-2 (coronavirus) to settle its conflicts with China.,Conspiracy,0.4289543926715851
43,Conspiracy,The Chinese created SARS-CoV-2 (coronavirus) as a biological weapon which then got out of hand.,The USA is using the SARS-CoV-2 (coronavirus) to settle its conflicts with China.,Conspiracy,0.3844364285469055,"Autonomous weapons, such as drones, are being developed by several countries since the 2010s, raising fears of a new arms race.",Fact,0.3805813789367676,The discovery of bronze and its widespread use for tools and weapons revolutionized technology and warfare.,Fact,0.36602988839149475,The Chinese government is using mind control techniques.,Conspiracy,0.3588273525238037,North Korea received Soviet and Chinese aid in developing its chemical industry.,Conspiracy,0.35593652725219727
44,Conspiracy,The Chinese government intentionally sells ineffective face masks and dubious tests for the coronavirus to Europe to make the course of the pandemic worse in those countries.,The state took all the face masks and respirators so that it could give them away to the select few.,Conspiracy,0.4028465449810028,"The re-education facilities in Sinjiang, China are actually detention centres that captured millions of ethnic Uyghurs and other minorities in Xinjiang arbitrarily, where there have been deaths in custody, physical and psychological abuse and torture, as well as lack of access to medical care.",Fact,0.38673004508018494,The Chinese government already has the cure for COVID-19 (coronavirus) but they are keeping it secret.,Conspiracy,0.38264304399490356,China is responsible for the spread of the SARS-CoV-2 (coronavirus) – it is its revenge for the protests in Hong Kong.,Conspiracy,0.38038644194602966,"COVID-19 (coronavirus) is only a fabrication, it is an ordinary flu that pharmaceutical companies rebranded to increase the sales of drugs.",Conspiracy,0.367186963558197
45,Conspiracy,Bill Gates sponsors vaccines against COVID-19 so that he can spread nano-chips into people through them.,Bill Gates is the best philanthropist.,Controversy,0.47249674797058105,Vaccines are a form of population control.,Conspiracy,0.46954435110092163,vaccines cause autism.,Conspiracy,0.46541640162467957,Bill Gates is the best software engineer.,Controversy,0.4558326005935669,Bill Gates is the best programmer.,Controversy,0.42246025800704956
46,Conspiracy,Governments want to use compulsory vaccination against COVID-19 to achieve monitoring of the population.,Vaccines are a form of population control.,Conspiracy,0.6429235339164734,Lockdown and vaccination are government means to control the masses.,Conspiracy,0.6039736866950989,Vaccinations are an Essential Part of Public Health.,Fact,0.48860737681388855,Widespread testing is a way for the government to obtain the DNA of the population so that it can subsequently harbor it and abuse it.,Conspiracy,0.48470237851142883,The government is using mind control to manipulate people.,Conspiracy,0.44785869121551514
47,Conspiracy,Widespread testing is a way for the government to obtain the DNA of the population so that it can subsequently harbor it and abuse it.,Governments want to use compulsory vaccination against COVID-19 to achieve monitoring of the population.,Conspiracy,0.48470237851142883,The New Zealand government uses any means possible to spy on its citizens.,Conspiracy,0.44128578901290894,It is inhuman to test for genetic abilities or diseases before a child is born and chosing to have the child or not. This is againt human rights.,Controversy,0.42082059383392334,The government is using mind control to manipulate people.,Conspiracy,0.4081924557685852,It is useful and ethical to test for genetic diseases and special abilities so that parents can bear the child of their liking.,Controversy,0.3899422585964203
48,Conspiracy,"Reporters, scientists, and government all take part in concealing important information about the association between COVID-19 and 5G network.",The government has a large amount of confidential data on every citizen without their knowledge or permission.,Conspiracy,0.36884793639183044,"Social networking sites, such as Facebook and Twitter, have been created or financed by governments in order to spy on users.",Conspiracy,0.3560110032558441,The government withholds a lot of information about diseases and their treatments from the public.,Conspiracy,0.3288774788379669,Government agencies secretly keep certain outspoken celebrities and citizens under constant surveillance.,Conspiracy,0.32296109199523926,"The empirical data and findings in this report largely corroborate what Black organizers have long known intellectually, intuitively, and from lived experience about the federal government's disparate policing and prosecution of racial justice protests and related activity.",Stereotype,0.30736014246940613
